,Name,Position,Appearances,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
633,Erik Pieters ,Defender,20,2,19,30,70%,0,1,12,27,13,1,74,70,69,6,13,9,1,0,1,472,23.60,0,19,0%,0,27,1,0,26,1,0,0,0,0,0,,,,,,,,,,,,,,,
634,Paul Pogba ,Midfielder,26,,,36,72%,,9,26,37,24,,148,173,167,44,55,33,,0,3,"1,333",51.27,4,22,9%,4,97,3,0,41,4,3,0,2,1,0,0.12,0,0,31,11,35%,3,,,,,,,,
635,Nick Pope ,Goalkeeper,32,11,37,,,,,,,,,,,,,,,0,2,0,839,26.22,,,,,279,1,0,2,,0,,,,,,,,,,,,114,0,11,31,4,28,136,251
636,Pedro Porro ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
637,Ian Poveda-Ocampo ,Forward,14,,,5,,,2,1,2,0,,,,,,,,,,0,111,7.93,3,9,,,,0,0,5,2,0,0,0,0,0,0.00,0,0,5,3,60%,0,,,,,,,,
638,Dennis Praet ,Midfielder,15,,,14,50%,,4,7,3,2,,40,24,50,6,2,10,,0,1,294,19.60,2,19,21%,1,6,0,0,12,0,1,0,1,0,0,0.07,0,0,8,2,25%,0,,,,,,,,
639,Isaac Price ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
640,Davy Pröpper ,Midfielder,7,,,6,83%,,2,1,0,0,,15,11,14,2,3,4,,0,0,93,13.29,0,3,0%,0,4,0,0,1,0,0,0,0,0,0,0.00,0,0,4,2,50%,0,,,,,,,,
641,Arnau Puigmal ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
642,Christian Pulisic ,Midfielder,27,,,19,58%,,11,12,8,4,,60,120,156,49,19,42,,0,2,662,24.52,5,35,14%,1,10,2,0,13,4,4,0,1,3,1,0.15,0,0,43,16,37%,5,,,,,,,,
643,Arjan Raikhy ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
644,Jesurun Rak-Sakyi ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
645,Sandro Ramírez ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
646,Kayne Ramsay ,Defender,1,0,9,5,40%,0,0,0,3,1,0,6,5,2,0,0,1,0,0,0,19,19.00,0,0,0%,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
647,Aaron Ramsdale ,Goalkeeper,38,5,63,,,,,,,,,,,,,,,0,2,0,"1,019",26.82,,,,,281,1,0,1,,0,,,,,,,,,,,,147,0,12,23,9,13,128,281
648,Jacob Ramsey ,Midfielder,22,,,10,50%,,5,4,5,4,,38,35,49,7,7,9,,0,0,221,10.05,0,8,25%,0,11,0,0,13,2,0,0,0,0,0,0.00,0,0,11,1,9%,0,,,,,,,,
649,Darren Randolph ,Goalkeeper,3,1,3,,,,,,,,,,,,,,,0,0,0,61,20.33,,,,,15,0,0,0,,0,,,,,,,,,,,,6,0,3,0,0,1,5,23
650,Raphinha ,Forward,30,,,34,,,19,29,26,17,,,,,,,,,,9,876,29.20,12,165,,,,3,0,13,14,6,0,1,5,3,0.20,0,1,67,24,36%,4,,,,,,,,
651,Marcus Rashford ,Forward,37,,,18,,,21,8,10,7,,,,,,,,,,9,"1,189",32.14,5,36,,,,4,0,25,27,11,0,8,3,1,0.30,0,0,79,37,47%,11,,,,,,,,
652,Tim Ream ,Defender,7,0,13,12,42%,1,0,6,23,7,0,35,24,18,1,11,10,0,0,0,468,66.86,0,0,0%,0,26,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,
653,Nathan Redmond ,Midfielder,29,,,30,57%,,11,11,8,2,,93,94,139,39,10,26,,0,3,697,24.03,6,29,14%,1,20,1,0,31,3,2,0,2,0,1,0.07,0,0,45,13,29%,2,,,,,,,,
654,Harrison Reed ,Midfielder,31,,,63,60%,,2,50,26,12,,180,123,129,15,20,28,,0,2,"1,477",47.65,2,27,26%,0,45,5,0,40,0,0,0,0,0,2,0.00,0,0,13,4,31%,0,,,,,,,,
655,Sergio Reguilón ,Defender,27,7,31,47,53%,0,7,32,41,16,0,134,117,128,22,29,37,1,1,3,"1,200",44.44,4,62,24%,0,38,5,0,26,1,0,0,0,0,0,,,,,,,,,,,,,,,
656,Dominic Revan ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
657,Rhys Williams ,Defender,9,3,6,6,67%,0,2,6,26,19,0,34,38,12,0,30,8,0,0,0,504,56.00,0,0,0%,1,19,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,
658,Ricardo Pereira ,Defender,15,2,19,31,71%,0,3,15,19,8,1,53,64,84,14,11,13,0,0,1,464,30.93,1,15,27%,1,10,3,0,18,0,0,0,0,0,0,,,,,,,,,,,,,,,
659,Declan Rice ,Midfielder,32,,,59,59%,,7,59,35,21,,233,144,105,29,44,30,,0,1,"1,526",47.69,2,30,27%,1,75,2,0,21,2,2,0,2,0,3,0.06,1,0,27,8,30%,2,,,,,,,,
660,Taylor Richards ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
661,Lewis Richardson ,Midfielder,2,,,0,,,0,0,0,0,,,,,,,,,,0,1,0.50,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
662,Richarlison ,Forward,34,,,50,,,21,14,35,24,,,,,,,,,,3,749,22.03,4,37,,,,4,1,33,25,7,2,5,0,1,0.21,1,0,81,32,40%,10,,,,,,,,
663,Jairo Riedewald ,Midfielder,33,,,34,44%,,3,29,23,8,,98,65,62,13,12,9,,0,0,630,19.09,2,2,0%,0,17,4,0,21,0,2,0,0,2,0,0.06,0,0,8,2,25%,1,,,,,,,,
664,Matt Ritchie ,Midfielder,18,,,10,30%,,6,12,41,23,,63,49,55,8,12,18,,0,2,437,24.28,5,105,31%,0,26,2,0,12,1,0,0,0,0,0,0.00,0,0,11,1,9%,0,,,,,,,,
665,Roberto Firmino ,Forward,36,,,33,,,26,11,12,7,,,,,,,,,,7,"1,301",36.14,11,14,,,,2,0,22,4,9,3,5,1,3,0.25,0,0,83,34,41%,13,,,,,,,,
666,Haydon Roberts ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
667,Andrew Robertson ,Defender,38,10,42,46,74%,0,5,21,68,31,1,229,113,114,28,30,26,0,1,7,"2,680",70.53,11,294,20%,2,79,2,0,23,8,1,0,0,1,0,,,,,,,,,,,,,,,
668,Antonee Robinson ,Defender,28,4,27,45,62%,0,4,37,54,39,0,135,140,99,51,36,18,0,0,0,"1,047",37.39,4,101,27%,0,33,4,1,20,1,0,0,0,0,0,,,,,,,,,,,,,,,
669,Hal Robson-Kanu ,Forward,19,,,2,,,4,2,7,5,,,,,,,,,,0,79,4.16,0,1,,,,2,0,15,4,2,0,0,2,0,0.11,0,0,13,6,46%,2,,,,,,,,
670,Marek Rodák ,Goalkeeper,2,0,5,,,,,,,,,,,,,,,0,0,0,41,20.50,,,,,8,0,0,0,,0,,,,,,,,,,,,4,0,2,1,0,1,6,7
671,Joe Rodon ,Defender,12,2,12,14,64%,1,0,21,35,16,0,36,43,16,0,22,13,0,1,0,429,35.75,0,0,0%,0,15,0,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,
672,Rodri ,Midfielder,34,,,72,56%,,9,36,54,36,,285,209,135,28,80,32,,2,2,"2,785",81.91,1,14,14%,2,155,6,0,44,2,2,1,1,0,2,0.06,1,0,32,8,25%,2,,,,,,,,
673,Rodrigo ,Forward,26,,,14,,,12,5,15,10,,,,,,,,,,2,559,21.50,4,22,,,,3,0,19,3,7,2,1,4,4,0.27,0,0,46,18,39%,2,,,,,,,,
674,Jay Rodriguez ,Forward,31,,,25,,,10,2,6,5,,,,,,,,,,2,274,8.84,3,4,,,,3,0,31,14,1,1,0,0,0,0.03,0,0,31,9,29%,3,,,,,,,,
675,Jack Rodwell ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
676,Marcos Rojo ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
677,Sergio Romero ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
678,Oriol Romeu ,Midfielder,21,,,69,51%,,5,30,15,4,,161,137,120,14,31,30,,0,1,"1,275",60.71,3,9,22%,1,37,6,0,30,0,1,0,1,0,1,0.05,0,0,14,4,29%,0,,,,,,,,
679,Danny Rose ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
680,Rúben Dias ,Defender,32,15,21,24,54%,0,1,35,90,49,0,135,111,78,6,62,39,1,0,0,"2,713",84.78,0,2,50%,1,109,4,0,21,1,1,1,0,0,0,,,,,,,,,,,,,,,
681,Rúben Neves ,Midfielder,36,,,86,53%,,22,65,40,20,,223,138,142,10,26,25,,0,1,"1,979",54.97,3,23,17%,1,193,8,0,46,0,5,1,4,0,1,0.14,3,0,67,16,24%,0,,,,,,,,
682,Rúben Vinagre ,Defender,2,0,7,7,71%,0,0,2,4,3,0,12,10,14,2,1,3,0,0,0,80,40.00,0,4,50%,0,2,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,
683,John Ruddy ,Goalkeeper,2,0,1,,,,,,,,,,,,,,,0,0,0,14,7.00,,,,,3,0,0,0,,0,,,,,,,,,,,,3,0,0,2,0,0,10,5
684,Antonio Rüdiger ,Defender,19,11,10,31,74%,0,3,18,51,26,0,119,87,43,3,42,21,1,0,0,"1,523",80.16,1,3,33%,0,76,0,0,16,1,1,0,0,1,0,,,,,,,,,,,,,,,
685,Rui Patrício ,Goalkeeper,37,10,51,,,,,,,,,,,,,,,0,2,0,662,17.89,,,,,174,1,0,0,,0,,,,,,,,,,,,100,1,5,20,7,4,146,268
686,Rúnar Alex Rúnarsson ,Goalkeeper,1,0,0,,,,,,,,,,,,,,,0,0,0,9,9.00,,,,,0,0,0,0,,0,,,,,,,,,,,,2,0,0,0,0,0,2,1
687,Mat Ryan ,Goalkeeper,14,3,21,,,,,,,,,,,,,,,0,0,0,397,28.36,,,,,62,1,0,1,,0,,,,,,,,,,,,24,0,10,12,0,3,82,65
688,Allan Saint-Maximin ,Forward,25,,,16,,,10,4,1,0,,,,,,,,,,4,417,16.68,6,21,,,,0,0,10,5,3,0,2,1,0,0.12,0,0,30,13,43%,3,,,,,,,,
689,Romain Saïss ,Midfielder,27,,,35,69%,,3,52,111,67,,142,126,110,9,71,60,,1,0,"1,428",52.89,1,17,24%,0,107,2,0,29,1,3,3,0,0,2,0.11,0,0,28,11,39%,4,,,,,,,,
690,Henri Saivet ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
691,Bukayo Saka ,Midfielder,32,,,25,,,23,25,19,6,,,,,,,,,,3,978,30.56,5,148,,,,1,0,28,15,5,1,2,2,3,0.16,0,0,61,20,33%,6,,,,,,,,
692,Mamadou Sakho ,Defender,4,0,8,3,67%,0,0,3,11,5,0,14,9,9,0,5,7,0,0,0,92,23.00,0,0,0%,0,4,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,
693,William Saliba ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
694,Mohammed Salisu ,Defender,12,0,19,38,55%,0,0,17,29,13,0,49,72,49,9,21,21,0,0,0,360,30.00,0,1,0%,0,11,1,0,10,0,0,0,0,0,0,,,,,,,,,,,,,,,
695,Mbwana Samatta ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
696,Austin Samuels ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
697,Robert Sánchez ,Goalkeeper,27,10,27,,,,,,,,,,,,,,,0,1,0,984,36.44,,,,,187,2,0,2,,0,,,,,,,,,,,,66,0,3,21,3,7,118,177
698,Max Sanders ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
699,Leroy Sané ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
700,Morgan Sanson ,Midfielder,9,,,7,57%,,0,4,1,1,,19,24,18,4,5,3,,0,0,138,15.33,0,16,6%,0,6,3,0,6,2,0,0,0,0,0,0.00,0,0,2,0,0%,0,,,,,,,,
701,Matija Sarkic ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
702,Malang Sarr ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
703,Romaine Sawyers ,Midfielder,19,,,30,60%,,1,18,10,6,,127,65,75,8,13,5,,2,0,720,37.89,1,3,33%,1,41,2,0,18,0,0,0,0,0,0,0.00,0,0,4,0,0%,0,,,,,,,,
704,Dane Scarlett ,Forward,1,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
705,Fabian Schär ,Defender,18,2,21,13,31%,0,3,27,51,25,0,87,51,70,7,16,25,0,1,0,581,32.28,0,6,0%,0,63,4,1,22,1,1,0,1,0,0,,,,,,,,,,,,,,,
706,Ezequiel Schelotto ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
707,Jeffrey Schlupp ,Midfielder,27,,,29,55%,,4,22,11,8,,65,107,161,31,30,45,,0,3,398,14.74,5,30,20%,0,11,3,0,25,0,2,0,1,1,0,0.07,0,0,18,10,56%,1,,,,,,,,
708,Kasper Schmeichel ,Goalkeeper,38,11,50,,,,,,,,,,,,,,,1,0,0,"1,067",28.08,,,,,241,0,0,0,,0,,,,,,,,,,,,88,0,7,17,5,4,181,210
709,Sean Longstaff ,Midfielder,22,,,31,45%,,5,19,13,6,,67,67,75,4,11,19,,1,1,558,25.36,1,25,24%,0,50,2,0,22,0,0,0,0,0,1,0.00,0,0,15,5,33%,2,,,,,,,,
710,Jean Michael Seri ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
711,Femi Seriki ,Midfielder,1,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
712,Ryan Sessegnon ,Midfielder,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
713,Meritan Shabani ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
714,Jamie Shackleton ,Midfielder,13,,,10,60%,,0,9,2,1,,25,15,17,3,0,6,,0,0,192,14.77,0,2,50%,0,3,0,0,3,1,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
715,Xherdan Shaqiri ,Midfielder,14,,,7,57%,,5,2,0,0,,34,21,33,6,2,7,,0,2,399,28.50,4,22,32%,5,13,2,0,11,0,0,0,0,0,0,0.00,0,0,11,0,0%,0,,,,,,,,
716,Billy Sharp ,Forward,16,,,5,,,0,0,2,2,,,,,,,,,,0,112,7.00,1,8,,,,1,0,14,11,3,0,3,0,0,0.19,2,0,9,6,67%,1,,,,,,,,
717,Conor Shaughnessy ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
718,Luke Shaw ,Defender,32,10,33,44,64%,0,2,20,39,16,0,187,146,125,36,38,28,1,0,5,"1,609",50.28,7,189,30%,0,29,8,0,42,3,1,0,0,1,0,,,,,,,,,,,,,,,
719,Jonjo Shelvey ,Midfielder,30,,,39,36%,,14,36,40,18,,181,96,91,20,28,23,,0,3,"1,401",46.70,4,94,23%,1,173,7,0,31,0,1,0,1,0,1,0.03,0,0,42,9,21%,1,,,,,,,,
720,Shola Shoretire ,Forward,2,,,0,,,0,0,0,0,,,,,,,,,,0,6,3.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
721,Saul Shotton ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
722,Djibril Sidibé ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
723,Sidnei Tavares ,Midfielder,2,,,1,100%,,0,0,0,0,,6,6,5,1,1,1,,0,0,26,13.00,0,0,0%,0,0,0,0,1,0,0,0,0,0,0,0.00,0,0,1,1,100%,0,,,,,,,,
724,Gylfi Sigurdsson ,Midfielder,36,,,30,67%,,16,34,17,5,,119,67,102,14,5,11,,0,5,853,23.69,4,100,29%,2,24,2,0,22,0,6,0,5,1,2,0.17,3,0,49,17,35%,3,,,,,,,,
725,David Silva ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
726,Dynel Simeu ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
727,Ellis Simms ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
728,Moussa Sissoko ,Midfielder,25,,,22,73%,,2,23,22,15,,113,65,78,18,16,22,,0,0,761,30.44,0,9,11%,0,30,3,0,22,0,0,0,0,0,0,0.00,0,0,3,1,33%,0,,,,,,,,
729,Oliver Skipp ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
730,Regan Slater ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
731,Islam Slimani ,Forward,1,,,0,,,0,0,0,0,,,,,,,,,,0,9,9.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
732,Thierry Small ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
733,William Smallbone ,Midfielder,3,,,6,,,0,2,1,0,,,,,,,,,,0,73,24.33,0,5,,,,0,0,3,0,0,0,0,0,0,0.00,0,0,1,1,100%,0,,,,,,,,
734,Chris Smalling ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
735,Emile Smith Rowe ,Midfielder,20,,,14,50%,,3,10,9,5,,79,48,53,10,4,10,,0,4,726,36.30,4,17,12%,1,10,0,0,5,4,2,0,0,2,1,0.10,0,0,13,6,46%,1,,,,,,,,
736,Robert Snodgrass ,Midfielder,11,,,17,71%,,3,1,12,5,,38,44,35,4,9,13,,0,0,136,12.36,1,8,38%,0,4,2,0,8,1,0,0,0,0,0,0.00,0,0,4,1,25%,0,,,,,,,,
737,Son Heung-Min ,Forward,37,,,32,,,15,14,3,2,,,,,,,,,,10,"1,057",28.57,14,148,,,,0,0,14,16,17,1,11,5,5,0.46,1,0,68,36,53%,10,,,,,,,,
738,Andreas Söndergaard ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
739,Elias Sorensen ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
740,Tomas Soucek ,Midfielder,38,,,78,53%,,13,62,102,70,,246,364,308,16,234,161,,0,1,"1,607",42.29,2,9,11%,0,84,7,1,69,2,10,3,6,1,1,0.26,0,0,64,23,36%,1,,,,,,,,
741,Jamie Soule ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
742,Çaglar Söyüncü ,Defender,23,5,30,27,63%,0,1,28,80,42,0,91,107,73,4,63,36,0,1,0,"1,381",60.04,1,10,40%,0,47,2,0,18,0,1,1,0,0,0,,,,,,,,,,,,,,,
743,Jack Spong ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
744,Jay Stansfield ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
745,Jason Steele ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
746,Jed Steer ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
747,Zack Steffen ,Goalkeeper,1,0,1,,,,,,,,,,,,,,,0,0,0,26,26.00,,,,,1,0,0,1,,0,,,,,,,,,,,,1,0,0,0,1,0,4,8
748,Maarten Stekelenburg ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
749,Dale Stephens ,Midfielder,7,,,11,55%,,3,8,1,0,,21,19,19,1,5,2,,0,0,119,17.00,0,0,0%,0,7,1,0,8,0,0,0,0,0,0,0.00,0,0,4,0,0%,0,,,,,,,,
750,Raheem Sterling ,Forward,31,,,21,,,21,15,4,2,,,,,,,,,,7,"1,113",35.90,9,20,,,,4,0,36,9,10,2,6,2,3,0.32,0,1,70,28,40%,13,,,,,,,,
751,Steven Sessegnon ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
752,Jordan Stevens ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
753,Layton Stewart ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
754,Jakub Stolarczyk ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
755,John Stones ,Defender,22,14,12,21,48%,0,4,18,54,28,0,106,78,34,10,38,21,0,1,0,"1,727",78.50,0,1,0%,0,61,0,1,7,1,4,1,2,1,0,,,,,,,,,,,,,,,
756,Pascal Struijk ,Defender,27,7,32,49,61%,0,4,47,84,40,0,129,106,94,4,46,48,0,0,0,"1,296",48.00,0,1,100%,0,61,3,0,26,0,1,1,0,0,0,,,,,,,,,,,,,,,
757,Thanawat Suengchitthawon ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
758,Crysencio Summerville ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
759,Sil Swinkels ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
760,Michael Tait ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
